id,title,isPartOf,publicationYear,doi,docType,docSubType,provider,collection,datePublished,issueNumber,volumeNumber,url,creator,publisher,language,pageStart,pageEnd,placeOfPublication,keyphrase,wordCount,pageCount,outputFormat
http://www.jstor.org/stable/2251239,The Identity of Indiscernibles,Mind,1955,,article,research-article,jstor,,1955-10-01,256,64,http://www.jstor.org/stable/2251239,D. Pears,Oxford University Press,eng,522,527,,,2649,6,unigram; bigram; trigram
ark://27927/phw8d0gm6c,"Substitution, Subordination, and Responsibility: Response to Scanlon, McMahan, and Rosen",Philosophy and Phenomenological Research,2010,10.1111/j.1933-1592.2010.00349.x,article,,portico,,2010-05-01,3,80,http://doi.org/10.1111/j.1933-1592.2010.00349.x,FRANCES KAMM,"John Wiley & Sons, Inc.",eng,702,722,,trolley; morally responsible; permissible; scanlon; moral responsibility; greater good; impermissible; mcmahan; captain; noncausal flip,10742,21,unigram; bigram; trigram
http://www.jstor.org/stable/184251,Hypothesis vs. Problem in Scientific Investigation,Philosophy of Science,1945,,article,research-article,jstor,,1945-10-01,4,12,http://www.jstor.org/stable/184251,Mapheus Smith,The University of Chicago Press,eng,296,301,,,3097,6,unigram; bigram; trigram
http://www.jstor.org/stable/20117605,Externalism and Action-Guiding Epistemic Norms,Synthese,1997,,article,research-article,jstor,,1997-03-01,3,110,http://www.jstor.org/stable/20117605,Stephen Jacobson,Springer,eng,381,397,,,7877,17,unigram; bigram; trigram
ark://27927/phw1pkzvh4j,New Books,The Journal of Philosophy,2017,10.5840/jphil20171141039,article,,portico,,2017-01-01,10,114,http://doi.org/10.5840/jphil20171141039,,Philosophy Documentation Center,eng,570,572,,new york oxford; york bloomsbury; bloomsbury; york cambridge; new york bloomsbury; anselmian libertarianism; nanay bence; new york cambridge; plebe alessio; sedivy sonia,1233,3,unigram; bigram; trigram
http://www.jstor.org/stable/3182643,Back Matter,The Philosophical Review,2002,,article,misc,jstor,,2002-04-01,2,111,http://www.jstor.org/stable/3182643,,Duke University Press,eng,,,,,3772,15,unigram; bigram; trigram
ark://27927/phz1kn9n2n0,Virtue Epistemology: No New Cures,Philosophy and Phenomenological Research,2004,10.1111/j.1933-1592.2004.tb00401.x,article,,portico,,2004-09-01,2,69,http://doi.org/10.1111/j.1933-1592.2004.tb00401.x,MICHAEL LEVIN,"John Wiley & Sons, Inc.",eng,397,410,,belief; gettier; virtue epistemology; zagzebski; motives; hibbert; knowledge; gettier problem; homer believes; intellectual virtue,6930,14,unigram; bigram; trigram
http://www.jstor.org/stable/2185611,Books Received,The Philosophical Review,1986,,article,misc,jstor,,1986-04-01,2,95,http://www.jstor.org/stable/2185611,,Duke University Press,eng,317,327,,,3228,11,unigram; bigram; trigram
ark://27927/pgj1m9jdwqh,"Responses to Setiya, Hussain, and Horty",Philosophy and Phenomenological Research,2015,10.1111/phpr.12205,article,,portico,,2015-07-01,1,91,http://doi.org/10.1111/phpr.12205,John Broome,"John Wiley & Sons, Inc.",eng,230,242,,reasoning; rationality; linking belief; belief; deontic; normativity; normative; intend; believing; believe,6461,13,unigram; bigram; trigram
http://www.jstor.org/stable/2659778,Volume Information,Mind,1998,,article,misc,jstor,,1998-10-01,428,107,http://www.jstor.org/stable/2659778,,Oxford University Press,eng,921,929,,,2662,9,unigram; bigram; trigram
http://www.jstor.org/stable/2252154,Confirmation and Corroboration,Mind,1961,,article,research-article,jstor,,1961-01-01,277,70,http://www.jstor.org/stable/2252154,G. B. Keene,Oxford University Press,eng,85,87,,,1526,3,unigram; bigram; trigram
ark://27927/phzfn824m7m,Might Moral Epistemologists Be Asking The Wrong Questions?,Philosophy and Phenomenological Research,2020,10.1111/phpr.12564,article,,portico,,2020-05-01,3,100,http://doi.org/10.1111/phpr.12564,Caleb Perl,"John Wiley & Sons, Inc.",eng,556,585,,metaphysically loaded; metaphysically loaded part; loaded part; moral standard; presupposition; presuppositional thesis; cookies; moral knowledge; moral discourse; knowledge,15645,30,unigram; bigram; trigram
ark://27927/phw8d02dd6,Reply to Vallentyne,Philosophy and Phenomenological Research,2009,10.1111/j.1933-1592.2009.00262.x,article,,portico,,2009-05-01,3,78,http://doi.org/10.1111/j.1933-1592.2009.00262.x,JOHN BROOME,"John Wiley & Sons, Inc.",eng,747,752,,deontic theory; vallentyne; affecting intuitions; wellbeing consequentialism; maximizing teleology; goodness; choosing; person affecting; coherent theory; person affecting intuitions,2071,6,unigram; bigram; trigram
http://www.jstor.org/stable/2183853,Fairness to Goodness,The Philosophical Review,1975,,article,research-article,jstor,,1975-10-01,4,84,http://www.jstor.org/stable/2183853,John Rawls,Duke University Press,eng,536,554,,,8070,19,unigram; bigram; trigram
http://www.jstor.org/stable/2254814,Kripke Rigidity versus Kaplan Rigidity,Mind,1985,,article,research-article,jstor,,1985-07-01,375,94,http://www.jstor.org/stable/2254814,Robert Steinman,Oxford University Press,eng,431,442,,,7201,12,unigram; bigram; trigram
http://www.jstor.org/stable/2182104,Review Article,The Philosophical Review,1944,,article,book-review,jstor,,1944-05-01,3,53,http://www.jstor.org/stable/2182104,Alexandre Koyré,Duke University Press,eng,308,312,,,1706,5,unigram; bigram; trigram
http://www.jstor.org/stable/41635480,ORDER AND THE DETERMINATE: THE GOOD AS A METAPHYSICAL CONCEPT IN ARISTOTLE,The Review of Metaphysics,2012,,article,research-article,jstor,,2012-03-01,3,65,http://www.jstor.org/stable/41635480,CHRISTOPHER V. MIRUS,Philosophy Education Society Inc.,eng,499,523,,,10313,25,unigram; bigram; trigram
http://www.jstor.org/stable/2105732,"Roman Ingarden, 1893-1970",Philosophy and Phenomenological Research,1971,,article,news,jstor,,1971-03-01,3,31,http://www.jstor.org/stable/2105732,Władysław Tatarkiewicz,International Phenomenological Society,eng,460,462,,,1193,3,unigram; bigram; trigram
ark://27927/phz1jqhc7zt,"Précis of Justice, Luck, and Knowledge",Philosophy and Phenomenological Research,2006,10.1111/j.1933-1592.2006.tb00568.x,article,,portico,,2006-03-01,2,72,http://doi.org/10.1111/j.1933-1592.2006.tb00568.x,S. L. HURLEY,"John Wiley & Sons, Inc.",eng,418,424,,responsibility; distributive justice; luck neutralizing; neutralizing aim; incentive inequality; bias neutralizing; constitutive luck; incentive; egalitarian; maximin,2843,7,unigram; bigram; trigram
http://www.jstor.org/stable/20123588,Kant and Modern Philosophy,The Review of Metaphysics,1957,,article,research-article,jstor,,1957-03-01,3,10,http://www.jstor.org/stable/20123588,Nathaniel Lawrence,Philosophy Education Society Inc.,eng,441,456,,,5790,16,unigram; bigram; trigram
http://www.jstor.org/stable/2247148,Foreign Periodicals,Mind,1891,,article,misc,jstor,,1891-04-01,62,16,http://www.jstor.org/stable/2247148,,Oxford University Press,eng,299,303,,,2756,5,unigram; bigram; trigram
http://www.jstor.org/stable/2379342,Shorter Notices,Ethics,1960,,article,misc,jstor,,1960-01-01,2,70,http://www.jstor.org/stable/2379342,,University of Chicago Press,eng,177,183,,,4928,7,unigram; bigram; trigram
ark://27927/phz1jqg47ww,Précis of Persons and Bodies: A Constitution View,Philosophy and Phenomenological Research,2002,10.1111/j.1933-1592.2002.tb00162.x,article,,portico,,2002-05-01,3,64,http://doi.org/10.1111/j.1933-1592.2002.tb00162.x,LYNNE RUDDER BAKER,"John Wiley & Sons, Inc.",eng,592,598,,person; human persons; constitution; person perspective; constitution view; derivatively; sameness; statue; spatially coincident; favorable circumstances,3019,7,unigram; bigram; trigram
http://www.jstor.org/stable/2104073,"Gelb-Goldstein's Concept of ""Concrete"" and ""Categorial"" Attitude and the Phenomenology of Ideation",Philosophy and Phenomenological Research,1949,,article,research-article,jstor,,1949-12-01,2,10,http://www.jstor.org/stable/2104073,Aron Gurwitsch,International Phenomenological Society,eng,172,196,,,11862,25,unigram; bigram; trigram
http://www.jstor.org/stable/2382220,Cognitivism in the Theory of Emotions,Ethics,1994,,article,research-article,jstor,,1994-07-01,4,104,http://www.jstor.org/stable/2382220,John Deigh,University of Chicago Press,eng,824,854,,,15027,31,unigram; bigram; trigram
http://www.jstor.org/stable/2181585,The Structure and Function of Organization,The Philosophical Review,1945,,article,research-article,jstor,,1945-01-01,1,54,http://www.jstor.org/stable/2181585,James Feibleman; Julius W. Friend,Duke University Press,eng,19,44,,,9380,26,unigram; bigram; trigram
ark://27927/phz1jqgtp8b,Précis of What We Owe to Each Other,Philosophy and Phenomenological Research,2003,10.1111/j.1933-1592.2003.tb00249.x,article,,portico,,2003-01-01,1,66,http://doi.org/10.1111/j.1933-1592.2003.tb00249.x,T. M. SCANLON,"John Wiley & Sons, Inc.",eng,159,161,,reasons; justifiability; sensitive attitudes; judgment sensitive; provide reasons; moral requirements; impersonal values; reasonably reject; right and wrong; judgment sensitive attitudes,1316,3,unigram; bigram; trigram
http://www.jstor.org/stable/10.1086/505232,Moral Generalism: Enjoy in Moderation,Ethics,2006,,article,research-article,jstor,,2006-07-01,4,116,http://www.jstor.org/stable/10.1086/505232,Pekka Väyrynen,The University of Chicago Press,eng,707,741,,,17507,35,unigram; bigram; trigram
http://www.jstor.org/stable/2108276,Back Matter,Philosophy and Phenomenological Research,1993,,article,misc,jstor,,1993-12-01,4,53,http://www.jstor.org/stable/2108276,,International Phenomenological Society,eng,987,988,,,2190,10,unigram; bigram; trigram
http://www.jstor.org/stable/20115565,"'Paradigms Lost, or the World Regained': An Excursion into Realism and Idealism in Science",Synthese,1980,,article,research-article,jstor,,1980-11-01,3,45,http://www.jstor.org/stable/20115565,Robert Nola,Springer,eng,317,350,,,14810,34,unigram; bigram; trigram
http://www.jstor.org/stable/20113685,Empiricism and the Language of Science,Synthese,1938,,article,research-article,jstor,,1938-01-01,12,3,http://www.jstor.org/stable/20113685,Rudolf Carnap,Springer,eng,33,35,,,1147,3,unigram; bigram; trigram
ark://27927/phw23pbgjb4,Intellectual Humility as Attitude,Philosophy and Phenomenological Research,2018,10.1111/phpr.12326,article,,portico,,2018-03-01,2,96,http://doi.org/10.1111/phpr.12326,Alessandra Tanesini,"John Wiley & Sons, Inc.",eng,399,420,,humility; epistemic; intellectual humility; modesty; successes; cognitive; epistemic successes; limitations; attitudes; humble,13071,22,unigram; bigram; trigram
http://www.jstor.org/stable/24636659,Review Article,The Review of Metaphysics,2015,,article,book-review,jstor,,2015-03-01,3,68,http://www.jstor.org/stable/24636659,Jude P. Dougherty,Philosophy Education Society Inc.,eng,640,642,,,1061,3,unigram; bigram; trigram
ark://27927/phzp8pj6ksc,A History of Indian Philosophy,The Journal of Philosophy,1941,10.2307/2017498,article,,portico,,1941-01-01,1,38,http://doi.org/10.2307/2017498,Kenneth Perry Landon,Philosophy Documentation Center,eng,22,25,,,1921,4,unigram; bigram; trigram
http://www.jstor.org/stable/2989133,Justice,Ethics,1942,,article,research-article,jstor,,1942-07-01,4,52,http://www.jstor.org/stable/2989133,G. Stanley Whitby,University of Chicago Press,eng,395,433,,,15220,39,unigram; bigram; trigram
http://www.jstor.org/stable/2248155,Radical Empiricism and Agnosticism,Mind,1908,,article,research-article,jstor,,1908-04-01,66,17,http://www.jstor.org/stable/2248155,Alfred H. Lloyd,Oxford University Press,eng,175,192,,,7830,18,unigram; bigram; trigram
http://www.jstor.org/stable/184914,Logical Reconstructionism,Philosophy of Science,1950,,article,research-article,jstor,,1950-04-01,2,17,http://www.jstor.org/stable/184914,C. West Churchman,The University of Chicago Press,eng,164,166,,,1451,3,unigram; bigram; trigram
http://www.jstor.org/stable/27653574,Kuhnian Revolutions Revisited,Synthese,2007,,article,research-article,jstor,,2007-09-01,1,158,http://www.jstor.org/stable/27653574,K. Brad Wray,Springer,eng,61,73,,,7493,13,unigram; bigram; trigram
http://www.jstor.org/stable/431629,Gombrich and Danto on Defining Art,The Journal of Aesthetics and Art Criticism,1996,,article,research-article,jstor,,1996-07-01,3,54,http://www.jstor.org/stable/431629,David Carrier,Wiley,eng,279,281,,,2156,3,unigram; bigram; trigram
http://www.jstor.org/stable/2248184,Philosophical Periodicals,Mind,1903,,article,research-article,jstor,,1903-04-01,46,12,http://www.jstor.org/stable/2248184,,Oxford University Press,eng,275,287,,,7862,13,unigram; bigram; trigram
http://www.jstor.org/stable/2176024,Review Article,The Philosophical Review,1893,,article,book-review,jstor,,1893-11-01,6,2,http://www.jstor.org/stable/2176024,John Watson,Duke University Press,eng,710,715,,,2718,6,unigram; bigram; trigram; fullText
ark://27927/phz1kn9ngpr,"Fission, Fusion and Intrinsic Facts",Philosophy and Phenomenological Research,2005,10.1111/j.1933-1592.2005.tb00473.x,article,,portico,,2005-11-01,3,71,http://doi.org/10.1111/j.1933-1592.2005.tb00473.x,KATHERINE HAWLEY,"John Wiley & Sons, Inc.",eng,602,621,,closest continuer; fission; objects; persistence; supervenience; identity; continuer accounts; accounts; supervenience principle; modally unnatural,9262,20,unigram; bigram; trigram
http://www.jstor.org/stable/40496011,"Primary Qualities, Secondary Qualities and the Truth about Intention",Synthese,2009,,article,research-article,jstor,,2009-12-01,3,171,http://www.jstor.org/stable/40496011,Alexander Miller,Springer,eng,433,442,,,5037,10,unigram; bigram; trigram
http://www.jstor.org/stable/2182265,"Ineffability, Ontology, and Method",The Philosophical Review,1960,,article,research-article,jstor,,1960-01-01,1,69,http://www.jstor.org/stable/2182265,Gustav Bergmann,Duke University Press,eng,18,40,,,9238,23,unigram; bigram; trigram
ark://27927/phz1jqgtktm,Some Problems for Recductive Physicalism,Philosophy and Phenomenological Research,2002,10.1111/j.1933-1592.2002.tb00228.x,article,,portico,,2002-11-01,3,65,http://doi.org/10.1111/j.1933-1592.2002.tb00228.x,PIERRE JACOB,"John Wiley & Sons, Inc.",eng,648,654,,causal; nonreductive physicalism; mental; property; supervenience; properties; causal efficacy; mental properties; supervenience argument; causal exclusion,2848,7,unigram; bigram; trigram
http://www.jstor.org/stable/2106018,Review Article,Philosophy and Phenomenological Research,1968,,article,book-review,jstor,,1968-03-01,3,28,http://www.jstor.org/stable/2106018,Daniel S. Robinson,International Phenomenological Society,eng,444,447,,,1365,4,unigram; bigram; trigram
http://www.jstor.org/stable/2107240,Review Article,Philosophy and Phenomenological Research,1987,,article,book-review,jstor,,1987-06-01,4,47,http://www.jstor.org/stable/2107240,Gareth B. Matthews,International Phenomenological Society,eng,678,681,,,1889,4,unigram; bigram; trigram
http://www.jstor.org/stable/2015037,Prolegomena to the Logic of Science,The Journal of Philosophy,1926,,article,research-article,jstor,,1926-02-18,4,23,http://www.jstor.org/stable/2015037,Harold R. Smart,"Journal of Philosophy, Inc.",eng,85,93,,,4163,9,unigram; bigram; trigram
ark://27927/phw8d027jv,"Care Ethics and Moral Theory: Review Essay of Virginia Held, The Ethics of Care",Philosophy and Phenomenological Research,2008,10.1111/j.1933-1592.2008.00205.x,article,,portico,,2008-09-01,2,77,http://doi.org/10.1111/j.1933-1592.2008.00205.x,MARILYN FRIEDMAN,"John Wiley & Sons, Inc.",eng,539,555,,care ethics; kantian ethics; moral theory; impartial; dominant moral; caring relations; review essay; utilitarianism; virtue ethics; justice,6863,17,unigram; bigram; trigram
http://www.jstor.org/stable/2249009,The Meaning of Human Freedom,Mind,1911,,article,research-article,jstor,,1911-07-01,79,20,http://www.jstor.org/stable/2249009,G. C. Field,Oxford University Press,eng,379,393,,,7000,15,unigram; bigram; trigram
ark://27927/phw8czq7tq,Précis of Confusion,Philosophy and Phenomenological Research,2007,10.1111/j.1933-1592.2007.00046.x,article,,portico,,2007-05-01,3,74,http://doi.org/10.1111/j.1933-1592.2007.00046.x,JOSEPH L. CAMPJR,"John Wiley & Sons, Inc.",eng,692,699,,charley; inferential charity; confused; ant colony; valued logic; semantic; reasoning; four valued; descartes; sentences,3312,8,unigram; bigram; trigram
http://www.jstor.org/stable/2249864,Review Article,Mind,1935,,article,book-review,jstor,,1935-04-01,174,44,http://www.jstor.org/stable/2249864,T. E. Jessop,Oxford University Press,eng,216,223,,,4072,8,unigram; bigram; trigram
http://www.jstor.org/stable/2250556,The Contrary-to-Fact Conditional,Mind,1947,,article,research-article,jstor,,1947-07-01,223,56,http://www.jstor.org/stable/2250556,Frederick L. Will,Oxford University Press,eng,236,249,,,6515,14,unigram; bigram; trigram
http://www.jstor.org/stable/2025473,Review Article,The Journal of Philosophy,1979,,article,book-review,jstor,,1979-06-01,6,76,http://www.jstor.org/stable/2025473,George Gale,"Journal of Philosophy, Inc.",eng,338,342,,,1652,5,unigram; bigram; trigram
http://www.jstor.org/stable/1520025,Review Article,The Journal of Aesthetics and Art Criticism,2002,,article,book-review,jstor,,2002-04-01,2,60,http://www.jstor.org/stable/1520025,Richard Eldridge,Wiley,eng,200,201,,,1794,2,unigram; bigram; trigram
http://www.jstor.org/stable/2382095,Review Article,Ethics,1997,,article,book-review,jstor,,1997-10-01,1,108,http://www.jstor.org/stable/2382095,Alan Nelson,University of Chicago Press,eng,208,210,,,1513,3,unigram; bigram; trigram
ark://27927/phzp9d2z3cx,Reflections on Educational Relevance,The Journal of Philosophy,1969,10.2307/2023779,article,,portico,,1969-01-01,21,66,http://doi.org/10.2307/2023779,Israel Scheffler,Philosophy Documentation Center,eng,764,773,,,4619,10,unigram; bigram; trigram
http://www.jstor.org/stable/187843,Review Article,Philosophy of Science,1990,,article,book-review,jstor,,1990-06-01,2,57,http://www.jstor.org/stable/187843,Malcolm R. Forster,The University of Chicago Press,eng,336,338,,,1605,3,unigram; bigram; trigram
http://www.jstor.org/stable/2998533,Review Article,The Philosophical Review,1997,,article,book-review,jstor,,1997-10-01,4,106,http://www.jstor.org/stable/2998533,Charles Brittain,Duke University Press,eng,635,638,,,1350,4,unigram; bigram; trigram
ark://27927/phz1jqh0d4v,Global Supervenience and Dependence,Philosophy and Phenomenological Research,2004,10.1111/j.1933-1592.2004.tb00364.x,article,article,portico,,2004-05-01,3,68,http://doi.org/10.1111/j.1933-1592.2004.tb00364.x,KAREN BENNETT,"John Wiley & Sons, Inc.",eng,501,529,,supervenience; global supervenience; strong supervenience; preserving isomorphism; properties; crossworld variation; extrinsic; indiscernible; extrinsic properties; mgs and wgs,14097,29,unigram; bigram; trigram
ark://27927/phz1jqg487x,On Knowing What is Necessary: Three Limitations of Peacocke's Account,Philosophy and Phenomenological Research,2002,10.1111/j.1933-1592.2002.tb00170.x,article,,portico,,2002-05-01,3,64,http://doi.org/10.1111/j.1933-1592.2002.tb00170.x,CRISPIN WRIGHT,"John Wiley & Sons, Inc.",eng,655,662,,admissible assignments; peacocke; necessity; semantic; semantic value; semantic values; concepts; proposition; account; ingredient concepts,3483,8,unigram; bigram; trigram
ark://27927/phw8d0nnwf,Précis of Truth and Ontology,Philosophy and Phenomenological Research,2011,10.1111/j.1933-1592.2011.00509.x,article,,portico,,2011-07-01,1,83,http://doi.org/10.1111/j.1933-1592.2011.00509.x,TRENTON MERRICKS,"John Wiley & Sons, Inc.",eng,184,186,,negative existentials; dispositional conditionals; truth depends; nothing necessitates; true negative existentials; truth bearers; russellian facts; argues; trojans; true supervenes,1021,3,unigram; bigram; trigram
http://www.jstor.org/stable/20116204,The Explanation of Goal-Directed Behavior,Synthese,1985,,article,research-article,jstor,,1985-12-01,3,65,http://www.jstor.org/stable/20116204,David B. Hausman,Springer,eng,327,346,,,8374,20,unigram; bigram; trigram
ark://27927/phz1kn9p7fr,Pleasure and Illusion in Plato,Philosophy and Phenomenological Research,2006,10.1111/j.1933-1592.2006.tb00582.x,article,,portico,,2006-05-01,3,72,http://doi.org/10.1111/j.1933-1592.2006.tb00582.x,Jessica MOSS,"John Wiley & Sons, Inc.",eng,503,535,,pleasure; socrates; desire; illusion; illusions; gorgias; optical illusions; pleasant; pleasure and illusion; desire for pleasure,18442,33,unigram; bigram; trigram
ark://27927/phzp9fjgfh7,Wilhelm Dilthey's Philosophy of History,The Journal of Philosophy,1958,10.2307/2022604,article,,portico,,1958-01-01,7,55,http://doi.org/10.2307/2022604,Edward Arthur Lippman,Philosophy Documentation Center,eng,303,307,,,2411,5,unigram; bigram; trigram
ark://27927/phzp9hsdjjb,Patterns of Moral Complexity by Charles Larmore,The Journal of Philosophy,1989,10.5840/jphil198986655,article,,portico,,1989-01-01,6,86,http://doi.org/10.5840/jphil198986655,Jeremy Waldron,Philosophy Documentation Center,eng,331,333,,,1275,3,unigram; bigram; trigram
http://www.jstor.org/stable/2693710,Review Article,The Philosophical Review,2000,,article,book-review,jstor,,2000-07-01,3,109,http://www.jstor.org/stable/2693710,Jennifer Church,Duke University Press,eng,465,469,,,1812,5,unigram; bigram; trigram
http://www.jstor.org/stable/2103318,A Note on the Concept of Power,Philosophy and Phenomenological Research,1949,,article,editorial,jstor,,1949-06-01,4,9,http://www.jstor.org/stable/2103318,A. P. Ushenko,International Phenomenological Society,eng,782,784,,,1416,3,unigram; bigram; trigram
http://www.jstor.org/stable/2953777,"Friendship, Virtue, and Impartiality",Philosophy and Phenomenological Research,1997,,article,research-article,jstor,,1997-03-01,1,57,http://www.jstor.org/stable/2953777,Diane Jeske,International Phenomenological Society,eng,51,72,,,11210,22,unigram; bigram; trigram
ark://27927/pgk2d6s38kx,"Direct Realism, Introspection, and Cognitive Science",Philosophy and Phenomenological Research,2006,10.1111/j.1933-1592.2006.tb00554.x,article,,portico,,2006-11-01,3,73,http://doi.org/10.1111/j.1933-1592.2006.tb00554.x,Richard FUMERTON,"John Wiley & Sons, Inc.",eng,680,695,,direct realism; veridical; physical; perception; physical object; epistemological direct; noninferential justification; causal; introspection; realism introspection,7160,16,unigram; bigram; trigram
http://www.jstor.org/stable/2380736,A Reply to Owen Flanagan and Some Comments on the Puka-Goodpaster Exchange,Ethics,1982,,article,research-article,jstor,,1982-04-01,3,92,http://www.jstor.org/stable/2380736,Lawrence Kohlberg,University of Chicago Press,eng,513,528,,,7882,16,unigram; bigram; trigram
http://www.jstor.org/stable/2015856,The Future of Liberalism,The Journal of Philosophy,1935,,article,research-article,jstor,,1935-04-25,9,32,http://www.jstor.org/stable/2015856,John Dewey,"Journal of Philosophy, Inc.",eng,225,230,,,2541,6,unigram; bigram; trigram
http://www.jstor.org/stable/24489612,Review Article,Mind,2013,,article,book-review,jstor,,2013-10-01,488,122,http://www.jstor.org/stable/24489612,LAURA VALENTINI,Oxford University Press,eng,1161,1164,,,1594,4,unigram; bigram; trigram
http://www.jstor.org/stable/2249417,Back Matter,Mind,1920,,article,misc,jstor,,1920-07-01,115,29,http://www.jstor.org/stable/2249417,,Oxford University Press,eng,,,,,1090,2,unigram; bigram; trigram
ark://27927/pgg4xfhgvs3,Conflicting Rules and Paradox,Philosophy and Phenomenological Research,2014,10.1111/j.1933-1592.2012.00588.x,article,,portico,,2014-03-01,2,88,http://doi.org/10.1111/j.1933-1592.2012.00588.x,Colin Johnston,"John Wiley & Sons, Inc.",eng,410,433,,batsman; batsman wins; ineligible; premise; slc eligibility; batsman loses; conflicting rules; paradox; batsman hits; verdict,11801,24,unigram; bigram; trigram
ark://27927/pgj9836r09,Options and Diachronic Tragedy,Philosophy and Phenomenological Research,2015,10.1111/phpr.12048,article,,portico,,2015-03-01,2,90,http://doi.org/10.1111/phpr.12048,Brian Hedden,"John Wiley & Sons, Inc.",eng,423,451,,diachronic tragedy; rationally ought; donate; options; donate late; sequence; tragic; tragic sequence; donate early; tragic attitudes,14550,29,unigram; bigram; trigram
http://www.jstor.org/stable/2177232,The Philosophy of Fichte in its Relation to Pragmatism,The Philosophical Review,1907,,article,research-article,jstor,,1907-09-01,5,16,http://www.jstor.org/stable/2177232,Ellen Bliss Talbot,Duke University Press,eng,488,505,,,7697,18,unigram; bigram; trigram; fullText
ark://27927/phx19w6hhmf,Backing into Spinozism,Philosophy and Phenomenological Research,2016,10.1111/phpr.12219,article,,portico,,2016-11-01,3,93,http://doi.org/10.1111/phpr.12219,Samuel Newlands,"John Wiley & Sons, Inc.",eng,511,537,,descartes; spinozism; leibniz; reality; reality condition; extended; representational; attributes; divine; thinking,12418,27,unigram; bigram; trigram
http://www.jstor.org/stable/41684365,Review Article,The Philosophical Review,2010,,article,book-review,jstor,,2010-01-01,1,119,http://www.jstor.org/stable/41684365,Steven T. Kuhn,Duke University Press,eng,112,115,,,1424,4,unigram; bigram; trigram
ark://27927/phz1jqg1nfg,Replies,Philosophy and Phenomenological Research,2002,10.1111/j.1933-1592.2002.tb00215.x,article,,portico,,2002-09-01,2,65,http://doi.org/10.1111/j.1933-1592.2002.tb00215.x,SCOTT SOAMES,"John Wiley & Sons, Inc.",eng,429,452,,predicate; default determinate; undefined; vague predicates; looks green; partially defined; property; semantic content; sentences; semantic,11947,24,unigram; bigram; trigram
ark://27927/phz1jqh0zw8,Chance and Counterfactuals,Philosophy and Phenomenological Research,2005,10.1111/j.1933-1592.2005.tb00534.x,article,,portico,,2005-03-01,2,70,http://doi.org/10.1111/j.1933-1592.2005.tb00534.x,JOHN HAWTHORNE,"John Wiley & Sons, Inc.",eng,396,405,,quasi miracle; counterfactuals; coin flipper; worlds; probability; stalnaker; closest; agglomeration; quasi miraculous; stolen,4443,10,unigram; bigram; trigram
ark://27927/phzpp9nnczn,Psychological eudaimonism and the natural desire for the good: Comments on Rachana Kamtekar's Plato's Moral Psychology,Philosophy and Phenomenological Research,2021,10.1111/phpr.12789,article,,portico,,2021-07-01,1,103,http://doi.org/10.1111/phpr.12789,Iakovos Vasiliou,"John Wiley & Sons, Inc.",eng,234,239,,,3498,6,unigram; bigram; trigram
http://www.jstor.org/stable/2179189,A Realistic Outlook (IV),The Philosophical Review,1924,,article,research-article,jstor,,1924-11-01,6,33,http://www.jstor.org/stable/2179189,Charles E. Hooper,Duke University Press,eng,573,592,,,7544,20,unigram; bigram; trigram; fullText
http://www.jstor.org/stable/427665,Lyric Voices and Ethical Proofs,The Journal of Aesthetics and Art Criticism,1965,,article,research-article,jstor,,1965-07-01,4,23,http://www.jstor.org/stable/427665,Arthur K. Moore,Wiley,eng,429,439,,,7102,11,unigram; bigram; trigram
http://www.jstor.org/stable/2380253,Review Article,Ethics,1973,,article,book-review,jstor,,1973-04-01,3,83,http://www.jstor.org/stable/2380253,Donald Meiklejohn,University of Chicago Press,eng,256,261,,,2861,6,unigram; bigram; trigram
ark://27927/phz1jqhc4pv,Does the Subject of Experience Exist in the World?,Philosophy and Phenomenological Research,2005,10.1111/j.1933-1592.2005.tb00433.x,article,,portico,,2005-07-01,1,71,http://doi.org/10.1111/j.1933-1592.2005.tb00433.x,E. J. BOND,"John Wiley & Sons, Inc.",eng,124,124,,subject; nagel opcit; wittgenstein; dual aspect; experience; irreducibly subjective; objective; equally translatable; pour soi; aspect theory,5118,10,unigram; bigram; trigram
ark://27927/phw8d0fr39,Précis of Tracking Truth,Philosophy and Phenomenological Research,2009,10.1111/j.1933-1592.2009.00273.x,article,,portico,,2009-07-01,1,79,http://doi.org/10.1111/j.1933-1592.2009.00273.x,SHERRILYN ROUSH,"John Wiley & Sons, Inc.",eng,213,222,,tracking; knowledge; theory; tracking theory; belief; evidence; process reliabilism; book symposium; true belief; theorizing,4317,10,unigram; bigram; trigram
http://www.jstor.org/stable/2184660,Review Article,The Philosophical Review,1980,,article,book-review,jstor,,1980-04-01,2,89,http://www.jstor.org/stable/2184660,Craig Knoche,Duke University Press,eng,310,317,,,3204,8,unigram; bigram; trigram
http://www.jstor.org/stable/2183231,Review Article,The Philosophical Review,1966,,article,book-review,jstor,,1966-10-01,4,75,http://www.jstor.org/stable/2183231,Richard Schmitt,Duke University Press,eng,540,545,,,2250,6,unigram; bigram; trigram
